[2020-07-07 14:58:16,942][INFO][CommonFile.py:32] >> 출력완료)
[2020-07-07 14:58:16,946][INFO][commonRequest.py:15] >> doReq 메소드 실행)
[2020-07-07 14:58:20,665][INFO][pri_02_service.py:53] >> builtin_function_or_method)
[2020-07-07 14:58:20,731][INFO][CommonFile.py:19] >> printRecord 메소드 실행)
[2020-07-07 14:58:20,736][INFO][CommonFile.py:32] >> 출력완료)
[2020-07-07 14:58:20,739][INFO][commonRequest.py:15] >> doReq 메소드 실행)
[2020-07-07 14:58:23,444][INFO][pri_02_service.py:53] >> builtin_function_or_method)
[2020-07-07 14:58:23,476][INFO][CommonFile.py:19] >> printRecord 메소드 실행)
[2020-07-07 14:58:23,479][INFO][CommonFile.py:32] >> 출력완료)
[2020-07-07 14:58:23,479][INFO][CommonFile.py:19] >> printRecord 메소드 실행)
[2020-07-07 14:58:23,480][INFO][CommonFile.py:32] >> 출력완료)
